mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_activation;param_alpha;param_hidden_layer_sizes;param_max_iter;params;mean_test_score;std_test_score;rank_test_score
48,809994554519655;4,714297705558497;0,11016836166381835;0,005000298652824376;tanh;0.001;(64, 32);500;{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (64, 32), 'max_iter': 500};0,9996163601758379;0,0002033496608277612;11
48,84396033287048;4,745987790144205;0,10805130004882812;0,0001839386590133471;tanh;0.001;(64, 32);1000;{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (64, 32), 'max_iter': 1000};0,9996163601758379;0,0002033496608277612;11
121,39940233230591;8,210345393707371;0,23420157432556152;0,01041051278097144;tanh;0.0001;(128, 64);500;{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'max_iter': 500};0,9995990114931541;0,00029990777793652946;13
121,23433842658997;8,183981404479638;0,24487709999084473;0,018116481804373568;tanh;0.0001;(128, 64);1000;{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'max_iter': 1000};0,9995990114931541;0,00029990777793652946;13
37,62544898986816;6,958555630605496;0,06287503242492676;0,0005237460048230988;relu;0.001;(64, 32, 16);500;{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (64, 32, 16), 'max_iter': 500};0,9995988594721872;0,00030010216479096517;15
37,506663131713864;6,830061728132215;0,0638859748840332;0,0028181055370716957;relu;0.001;(64, 32, 16);1000;{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (64, 32, 16), 'max_iter': 1000};0,9995988594721872;0,00030010216479096517;15
34,456757593154904;4,951707825667827;0,06749963760375977;0,010004516277655102;relu;0.0001;(64, 32, 16);1000;{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (64, 32, 16), 'max_iter': 1000};0,9995639838618642;0,0003021136616184573;17
34,63685841560364;5,10627395388912;0,06246943473815918;0,00012114905501755005;relu;0.0001;(64, 32, 16);500;{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (64, 32, 16), 'max_iter': 500};0,9995639838618642;0,0003021136616184573;17
83,92085580825805;6,337457901752333;0,12797260284423828;0,001917595702078076;relu;0.001;(128, 64);500;{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (128, 64), 'max_iter': 500};0,99954677908954;0,00023625127671831635;19
83,90397257804871;5,6670907009895055;0,12980003356933595;0,005986363415306311;relu;0.001;(128, 64);1000;{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (128, 64), 'max_iter': 1000};0,99954677908954;0,00023625127671831635;19
133,81509380340577;11,242053321474085;0,240195894241333;0,010894331500825522;tanh;0.001;(128, 64);500;{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (128, 64), 'max_iter': 500};0,9994770278688936;0,0002463787759531223;21
134,63754167556763;11,489573794385942;0,2308366298675537;0,002155607685276432;tanh;0.001;(128, 64);1000;{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (128, 64), 'max_iter': 1000};0,9994770278688936;0,0002463787759531223;21
82,42207436561584;8,860503331075561;0,13028373718261718;0,003977891187627068;relu;0.0001;(128, 64);1000;{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'max_iter': 1000};0,999407286651022;0,0003710879019689429;23
82,3543092250824;8,607675912875592;0,12958955764770508;0,0019405158089422822;relu;0.0001;(128, 64);500;{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'max_iter': 500};0,999407286651022;0,0003710879019689429;23
